0.0,637,-5
10.0,15582,5
20.0,60228,15
30.0,96284,25
40.0,106341,35
50.0,133483,45
60.0,106227,55
70.0,130974,65
80.0,103385,75
90.0,104859,85
100.0,112756,95
110.0,120749,105
120.0,78077,115
130.0,148012,125
140.0,60455,135
150.0,90976,145
160.0,73446,155
170.0,148665,165
180.0,97022,175
190.0,87061,185
200.0,0,195
210.0,59120,205
220.0,49589,215
230.0,98074,225
240.0,21379,235
250.0,47853,245
260.0,0,255
270.0,55547,265
280.0,9864,275
290.0,0,285
300.0,21068,295
310.0,11274,305
320.0,0,315
330.0,46217,325
340.0,0,335
350.0,78701,345
360.0,0,355
370.0,51787,365
380.0,0,375
