0.0,1000,-5
10.0,13688,5
20.0,48797,15
30.0,77530,25
40.0,110157,35
50.0,110135,45
60.0,85417,55
70.0,107330,65
80.0,110864,75
90.0,104880,85
100.0,113094,95
110.0,154715,105
120.0,74444,115
130.0,108774,125
140.0,55724,135
150.0,71110,145
160.0,54980,155
170.0,127761,165
180.0,76423,175
190.0,69400,185
200.0,0,195
210.0,85296,205
220.0,36997,215
230.0,38121,225
240.0,70125,235
250.0,57272,245
260.0,0,255
270.0,60555,265
280.0,158804,275
290.0,0,285
300.0,83655,295
310.0,67975,305
320.0,0,315
330.0,104852,325
340.0,0,335
350.0,21166,345
360.0,0,355
370.0,2419,365
380.0,0,375
390.0,1400,385
400.0,0,395
410.0,885,405
420.0,0,415
430.0,19921,425
